runId,ts,label,norm,ctxTokens,toolCalls,durationMs,fresh,cacheRead,out,turns
wf_26aba332-6b9,2026-07-28T21:55:31.554Z,intake,intake,0,0,0,234833,1002377,5836,24
wf_26aba332-6b9,2026-07-28T21:55:31.554Z,validate-plan,validate-plan,0,0,0,178808,623997,12566,22
wf_26aba332-6b9,2026-07-28T21:55:31.554Z,research:b1-t1,research,46966,16,125901,186311,720430,9471,29
wf_26aba332-6b9,2026-07-28T21:55:31.554Z,test:b1-t1,test,74464,22,758651,297116,1555668,14156,39
wf_26aba332-6b9,2026-07-28T21:55:31.554Z,code:b1-t1,code,63717,32,174678,155137,2218336,11051,53
wf_26aba332-6b9,2026-07-28T21:55:31.554Z,validate:b1-t1,validate,43630,16,119495,168470,771133,6514,31
wf_26aba332-6b9,2026-07-28T21:55:31.554Z,scope:b1,scope,51275,16,122155,218485,874313,2199,31
wf_26aba332-6b9,2026-07-28T21:55:31.554Z,commit:b1,commit,20509,6,77459,41034,193816,969,12
wf_26aba332-6b9,2026-07-28T21:55:31.554Z,scope:FINAL,scope,50262,17,145561,166512,1062838,8789,38
wf_31b56191-737,2026-07-22T18:27:06.476Z,intake,intake,106437,16,404971,294727,1583947,34535,27
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate-plan,validate-plan,57290,7,168293,170824,418975,1921,15
wf_31b56191-737,2026-07-22T18:27:06.476Z,research:b1-t1,research,108016,15,410476,353215,1707100,29786,32
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b1-t1,test,71240,32,131925,203215,2259664,8706,49
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b1-t1,code,141292,59,586066,379716,9450337,54663,99
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b1-t1,validate,48668,15,80568,151848,671188,2546,27
wf_31b56191-737,2026-07-22T18:27:06.476Z,research:b1-t2,research,125925,36,581499,434937,6041146,38428,80
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b1-t2,test,92358,31,192023,235254,2586362,15741,48
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b1-t2,code,64163,40,190172,159104,2959144,10362,66
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b1-t2,validate,39836,15,161302,104042,797499,8874,30
wf_31b56191-737,2026-07-22T18:27:06.476Z,scope:b1,scope,74043,28,217033,218293,2708152,14388,55
wf_31b56191-737,2026-07-22T18:27:06.476Z,commit:b1,commit,20367,4,24835,41887,131411,1367,9
wf_31b56191-737,2026-07-22T18:27:06.476Z,research:b2-t1,research,89046,18,315760,296771,2060704,23780,42
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b2-t1,test,77148,24,193415,170840,1812223,16294,38
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b2-t1,code,87774,24,135814,259364,2070043,6828,38
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b2-t1,validate,47891,17,120940,169795,925491,4419,33
wf_31b56191-737,2026-07-22T18:27:06.476Z,research:b2-t2,research,69087,23,293795,190613,1383452,21343,38
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b2-t2,test,104555,37,273876,234751,4155744,20030,65
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b2-t2,code,103046,33,212508,290629,3272250,14831,53
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b2-t2,validate,48546,14,124598,165029,673765,8113,26
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b2-t2,test,75151,33,223750,210505,2909970,14543,58
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b2-t2,code,49763,18,92589,155411,799868,5115,28
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b2-t2,validate,42319,15,108266,136430,698968,4748,28
wf_31b56191-737,2026-07-22T18:27:06.476Z,research:b2-t3,research,77212,16,298953,264408,1297055,22133,32
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b2-t3,test,113792,21,258005,329575,2041339,25939,34
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b2-t3,code,53054,25,128914,89626,1464218,6980,40
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b2-t3,validate,37924,12,97966,138560,544119,3987,26
wf_31b56191-737,2026-07-22T18:27:06.476Z,research:b2-t4,research,93156,22,331627,307955,1589210,19500,33
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b2-t4,test,78634,19,127280,242441,1303863,10659,29
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b2-t4,code,55929,23,133356,130066,1087966,7799,34
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b2-t4,validate,51515,14,101641,217929,657995,4060,26
wf_31b56191-737,2026-07-22T18:27:06.476Z,scope:b2,scope,70446,27,159324,212229,2329576,8713,49
wf_31b56191-737,2026-07-22T18:27:06.476Z,commit:b2,commit,20157,6,63002,39541,169367,1414,11
wf_31b56191-737,2026-07-22T18:27:06.476Z,research:b3-t1,research,46858,16,129247,162529,854898,9229,30
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b3-t1,test,58075,14,124243,160552,634105,11396,20
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b3-t1,code,50589,14,35853,176610,529849,2740,20
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b3-t1,validate,28605,12,86913,96200,338526,3185,20
wf_31b56191-737,2026-07-22T18:27:06.476Z,research:b3-t2,research,72233,17,281019,171344,1256740,20402,29
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b3-t2,test,93366,29,293807,232314,2185579,25719,43
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b3-t2,code,82222,26,248525,187988,2039809,25184,42
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b3-t2,validate,38561,12,94505,131190,448922,3750,23
wf_31b56191-737,2026-07-22T18:27:06.476Z,scope:b3,scope,72878,22,175179,323272,1614474,9094,43
wf_31b56191-737,2026-07-22T18:27:06.476Z,commit:b3,commit,23211,4,56885,50649,137250,1290,9
wf_31b56191-737,2026-07-22T18:27:06.476Z,research:b4-t1,research,88771,24,304563,308181,2308871,20976,50
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b4-t1,test,99239,27,164274,263855,2503921,12621,44
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b4-t1,code,56026,12,77835,131704,576118,2683,19
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b4-t1,validate,37901,11,126939,125642,448685,3550,22
wf_31b56191-737,2026-07-22T18:27:06.476Z,scope:b4,scope,51505,17,160879,175105,1064313,7680,33
wf_31b56191-737,2026-07-22T18:27:06.476Z,commit:b4,commit,22987,4,54556,45982,118472,627,8
wf_31b56191-737,2026-07-22T18:27:06.476Z,research:b5-t1,research,65954,17,215941,238476,1243642,13262,35
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b5-t1,test,37537,10,46417,94786,327815,3127,15
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b5-t1,code,74381,29,161904,207456,2338110,8561,49
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b5-t1,validate,38587,15,131545,127800,666035,6602,29
wf_31b56191-737,2026-07-22T18:27:06.476Z,research:b5-t2,research,68071,15,252941,184754,889520,18245,25
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b5-t2,test,59879,15,127369,150265,709000,9693,23
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b5-t2,code,51231,19,137917,122251,1097853,8136,34
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b5-t2,validate,40029,13,103486,144681,583173,4875,27
wf_31b56191-737,2026-07-22T18:27:06.476Z,research:b5-t3,research,47775,13,154929,164957,693518,10613,27
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b5-t3,test,30356,8,27199,82088,203396,1049,12
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b5-t3,code,44193,18,64975,71084,813518,3268,28
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b5-t3,validate,34732,14,140511,98212,597090,6991,29
wf_31b56191-737,2026-07-22T18:27:06.476Z,research:b5-t4,research,64592,17,187377,168627,1029341,13502,29
wf_31b56191-737,2026-07-22T18:27:06.476Z,test:b5-t4,test,77496,35,240960,193923,3056665,10225,57
wf_31b56191-737,2026-07-22T18:27:06.476Z,code:b5-t4,code,28404,11,78008,68406,301317,328,16
wf_31b56191-737,2026-07-22T18:27:06.476Z,validate:b5-t4,validate,39498,13,112685,107431,621057,5548,25
wf_31b56191-737,2026-07-22T18:27:06.476Z,scope:b5,scope,81595,32,255470,271168,3397716,15032,68
wf_31b56191-737,2026-07-22T18:27:06.476Z,commit:b5,commit,19536,4,59412,40100,148839,1599,10
wf_31b56191-737,2026-07-22T18:27:06.476Z,scope:FINAL,scope,65996,20,168383,268065,1316330,12055,38
wf_31b56191-737,2026-07-22T18:27:06.476Z,lessons,lessons,17749,4,12812,40798,67143,1138,7
wf_3c8dc60e-3bb,2026-07-22T19:40:58.550Z,intake,intake,44055,3,137059,106439,128350,14519,7
wf_3c8dc60e-3bb,2026-07-22T19:40:58.550Z,validate-plan,validate-plan,79551,14,290005,199430,1559966,21915,31
wf_41535fe5-f4b,2026-07-22T19:51:28.145Z,intake,intake,46111,3,151621,92226,112402,15938,6
wf_41535fe5-f4b,2026-07-22T19:51:28.145Z,validate-plan,validate-plan,76208,10,290878,274347,832616,22866,23
wf_50506029-6f9,2026-07-23T19:43:33.857Z,intake,intake,0,0,0,89106,108210,17339,6
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate-plan,validate-plan,0,0,0,199300,656521,16051,19
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b1-t1,research,0,0,0,453457,2975670,28273,47
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b1-t1,test,0,0,0,159752,351097,16305,13
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b1-t1,code,0,0,0,372195,20561733,39548,193
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b1-t1,validate,0,0,0,161925,785536,5560,26
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b1-t2,research,0,0,0,320401,2799909,23919,52
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b1-t2,test,0,0,0,159821,1093056,21347,30
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b1-t2,code,0,0,0,351609,8779598,22101,110
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b1-t2,validate,0,0,0,269780,836477,4579,29
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b1-t3,research,0,0,0,138131,660820,7966,22
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b1-t3,test,0,0,0,101384,919220,5184,32
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b1-t3,code,0,0,0,65368,557709,2553,23
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b1-t3,validate,0,0,0,80050,395076,4791,20
wf_50506029-6f9,2026-07-23T19:43:33.857Z,scope:b1,scope,0,0,0,245775,1572646,6109,39
wf_50506029-6f9,2026-07-23T19:43:33.857Z,commit:b1,commit,0,0,0,41883,172655,1555,11
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b2-t1,research,0,0,0,409058,6008561,37503,79
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b2-t1,test,0,0,0,276187,4475550,23038,64
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b2-t1,code,0,0,0,330005,6941054,27510,85
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b2-t1,validate,0,0,0,118389,676425,4361,27
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b2-t2,research,0,0,0,264348,3243321,21090,49
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b2-t2,test,0,0,0,185470,2640490,11901,54
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b2-t2,code,0,0,0,202739,3506105,11962,56
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b2-t2,validate,0,0,0,93386,528909,4362,23
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b2-t3,research,0,0,0,263545,2013600,15911,44
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b2-t3,test,0,0,0,121855,1284947,7368,39
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b2-t3,code,0,0,0,80514,315856,2782,16
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b2-t3,validate,0,0,0,169898,669431,4123,25
wf_50506029-6f9,2026-07-23T19:43:33.857Z,scope:b2,scope,0,0,0,346037,3500878,15638,58
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b2-t1,research,0,0,0,226811,1742045,13086,38
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b2-t1,test,0,0,0,124789,1086265,8448,34
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b2-t1,code,0,0,0,153016,837085,5162,26
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b2-t1,validate,0,0,0,118845,528354,4214,27
wf_50506029-6f9,2026-07-23T19:43:33.857Z,scope:b2,scope,0,0,0,259015,2938649,11222,55
wf_50506029-6f9,2026-07-23T19:43:33.857Z,commit:b2,commit,0,0,0,40029,149022,1547,10
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b3-t1,test,0,0,0,89176,511860,4169,24
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b3-t1,code,0,0,0,172600,3270859,12161,61
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b3-t1,validate,0,0,0,100077,614286,4342,29
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b3-t2,research,0,0,0,255457,2020067,18925,48
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b3-t2,test,0,0,0,235891,3281534,18182,54
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b3-t2,code,0,0,0,162250,1651865,7599,43
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b3-t2,validate,0,0,0,137360,579610,4383,27
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b3-t3,research,0,0,0,305238,1798203,17945,35
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b3-t3,test,0,0,0,187991,3238245,21095,59
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b3-t3,code,0,0,0,97219,512155,3243,21
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b3-t3,validate,0,0,0,125936,475559,3665,24
wf_50506029-6f9,2026-07-23T19:43:33.857Z,scope:b3,scope,0,0,0,309886,3274695,9953,61
wf_50506029-6f9,2026-07-23T19:43:33.857Z,commit:b3,commit,0,0,0,40212,169451,1683,11
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b4-t1,research,0,0,0,430112,3853802,33504,56
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b4-t1,test,0,0,0,158564,1468452,17719,35
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b4-t1,code,0,0,0,281219,4937247,17228,54
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b4-t1,validate,0,0,0,147481,767045,6152,29
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b4-t2,research,0,0,0,442359,3439174,21587,50
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b4-t2,test,0,0,0,387922,7372768,38200,80
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b4-t2,code,0,0,0,302154,8188555,13282,92
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b4-t2,validate,0,0,0,161459,925568,3728,29
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b4-t3,research,0,0,0,327257,3501405,24777,59
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b4-t3,test,0,0,0,198101,4537414,15017,83
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b4-t3,code,0,0,0,280857,9147729,21051,123
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b4-t3,validate,0,0,0,117310,571092,4713,26
wf_50506029-6f9,2026-07-23T19:43:33.857Z,scope:b4,scope,0,0,0,369010,2952328,9768,51
wf_50506029-6f9,2026-07-23T19:43:33.857Z,commit:b4,commit,0,0,0,39580,151332,1420,10
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b5-t1,test,0,0,0,153955,2851703,6279,55
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b5-t1,code,0,0,0,131014,877928,2321,25
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b5-t1,validate,0,0,0,113520,598843,5271,31
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b5-t2,research,0,0,0,243308,2812387,24820,52
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b5-t2,test,0,0,0,244710,4491036,5575,70
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b5-t2,code,0,0,0,371507,9305582,3643,95
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b5-t2,validate,0,0,0,151867,858769,9336,30
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b5-t2,test,0,0,0,134243,2193883,3249,56
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b5-t2,code,0,0,0,143830,802125,1887,27
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b5-t2,validate,0,0,0,124127,711648,5045,28
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b5-t3,research,0,0,0,328118,1710841,18623,34
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b5-t3,test,0,0,0,147869,2718410,4413,61
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b5-t3,code,0,0,0,105026,529412,1142,21
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b5-t3,validate,0,0,0,131731,685561,4908,28
wf_50506029-6f9,2026-07-23T19:43:33.857Z,scope:b5,scope,0,0,0,254874,1527972,7621,38
wf_50506029-6f9,2026-07-23T19:43:33.857Z,commit:b5,commit,0,0,0,40078,132175,1534,9
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b6-t1,research,0,0,0,322614,1456778,23223,30
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b6-t1,test,0,0,0,204892,2791418,4114,53
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b6-t1,code,0,0,0,273759,7519841,4692,99
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b6-t1,validate,0,0,0,159488,1191065,12057,39
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b6-t1,test,0,0,0,121482,1259950,1646,35
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b6-t1,code,0,0,0,174292,895349,1489,28
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b6-t1,validate,0,0,0,116122,537718,5046,25
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b6-t2,research,0,0,0,377169,2905255,21193,47
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b6-t2,test,0,0,0,182915,2538697,2761,54
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b6-t2,code,0,0,0,303066,10197885,7496,121
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b6-t2,validate,0,0,0,139332,985352,11229,33
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b6-t2,test,0,0,0,136086,1079613,3396,32
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b6-t2,code,0,0,0,93940,990907,3961,33
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b6-t2,validate,0,0,0,116537,654070,5403,29
wf_50506029-6f9,2026-07-23T19:43:33.857Z,scope:b6,scope,0,0,0,219257,2622414,8915,48
wf_50506029-6f9,2026-07-23T19:43:33.857Z,commit:b6,commit,0,0,0,39341,132070,1609,9
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b7-t1,research,0,0,0,496744,3950145,25058,55
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b7-t1,test,182388,76,598976,431888,14490457,45259,124
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b7-t1,code,119318,50,361524,455631,6245917,20602,84
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b7-t1,validate,72303,20,187689,265137,1864539,12697,42
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b7-t1,test,52725,21,144323,124470,1197240,8851,36
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b7-t1,code,51071,16,88650,165604,820281,4123,26
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b7-t1,validate,44457,15,103395,125324,822996,5919,30
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b7-t2,research,159668,24,592496,529275,5198404,40263,59
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b7-t2,test,183604,79,1044880,393556,15024111,66301,140
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b7-t2,code,153306,81,464001,296072,11771636,26337,135
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b7-t2,validate,42217,14,134774,125839,757425,6372,29
wf_50506029-6f9,2026-07-23T19:43:33.857Z,scope:b7,scope,96905,22,396256,358744,2313908,20874,45
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b7-t2,research,81939,14,160284,317912,1419640,11521,31
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b7-t2,test,53788,18,111823,167147,875804,8027,27
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b7-t2,code,61226,17,124852,152901,902594,7127,27
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b7-t2,validate,37685,15,113588,103380,637065,5657,27
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b7-t2,research,82635,16,155411,313050,1575602,11608,33
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b7-t2,test,56203,17,92767,128293,966106,5733,30
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b7-t2,code,66412,26,226324,185052,1990884,5665,45
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b7-t2,validate,38819,16,125067,127115,639812,4298,28
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b7-t2,research,73041,12,121070,239574,954767,8900,24
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b7-t2,test,69846,16,95755,197240,1036310,6083,25
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b7-t2,code,84039,36,185694,225227,3721616,10281,63
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b7-t2,validate,37530,15,117293,109071,642735,5123,27
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b4-t3,research,77638,16,160143,304746,1218680,11642,29
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b4-t3,test,49665,15,94582,138517,862830,2431,27
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b4-t3,code,55916,18,110181,166987,983011,3860,29
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b4-t3,validate,36802,17,123672,105402,775417,4145,32
wf_50506029-6f9,2026-07-23T19:43:33.857Z,scope:b7,scope,99963,28,242152,384743,3039626,13737,55
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b7-t2,research,78292,15,136387,264329,1408574,9672,30
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b7-t2,test,44382,14,65937,139740,590869,4982,22
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b7-t2,code,66900,17,118345,192071,1184907,6723,28
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b7-t2,validate,58280,16,119752,205643,835681,5637,26
wf_50506029-6f9,2026-07-23T19:43:33.857Z,scope:b7,scope,81603,22,268568,251920,2295298,17012,49
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b7-t2,research,73600,12,135460,279814,1010557,10631,25
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b7-t2,test,50025,15,95322,118812,859974,4175,28
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b7-t2,code,77773,14,108362,209553,667497,4668,20
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b7-t2,validate,39091,14,125865,112542,762064,3708,30
wf_50506029-6f9,2026-07-23T19:43:33.857Z,scope:FINAL,scope,65022,18,213526,247455,1485955,4095,40
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b4-t1,research,105876,21,281236,377441,2889199,16136,46
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b4-t1,test,90379,29,293022,223340,2666270,9781,51
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b4-t1,code,58560,17,100378,174262,995895,2800,27
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b4-t1,validate,32574,12,105628,103276,512745,2940,25
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b7-t2,research,71222,13,127528,241544,1094824,9517,26
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b7-t2,test,44244,14,88576,102050,662405,6365,25
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b7-t2,code,62544,16,112624,162638,1041858,6197,27
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b7-t2,validate,36857,13,117746,107563,540969,5692,24
wf_50506029-6f9,2026-07-23T19:43:33.857Z,scope:FINAL,scope,76783,25,294838,206378,2265373,20133,48
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b4-t1,research,50362,10,92053,171566,546707,6844,20
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b4-t1,test,98851,26,180999,270944,2879689,12795,45
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b4-t1,code,93361,35,200879,282870,3724302,10327,57
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b4-t1,validate,37811,19,143102,133946,776454,6123,33
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b7-t2,research,72848,16,144971,281923,1424797,10577,32
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b7-t2,test,40852,15,79108,94203,723221,2765,27
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b7-t2,code,40688,15,120654,94027,747438,4573,27
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b7-t2,validate,38478,16,123908,147134,667334,4818,30
wf_50506029-6f9,2026-07-23T19:43:33.857Z,scope:FINAL,scope,68522,20,207382,243019,2039571,14135,48
wf_50506029-6f9,2026-07-23T19:43:33.857Z,research:b7-t2,research,73327,13,130314,272450,982321,9227,25
wf_50506029-6f9,2026-07-23T19:43:33.857Z,test:b7-t2,test,64578,15,70838,209206,873241,6441,23
wf_50506029-6f9,2026-07-23T19:43:33.857Z,code:b7-t2,code,66841,18,110957,192606,1374294,6182,31
wf_50506029-6f9,2026-07-23T19:43:33.857Z,validate:b7-t2,validate,38085,15,128928,134565,673518,6055,30
wf_50506029-6f9,2026-07-23T19:43:33.857Z,lessons,lessons,23765,4,43318,43212,67534,4096,6
wf_5493ab5a-caf,2026-07-21T17:18:42.463Z,intake,intake,140730,33,646202,417967,4063140,48997,60
wf_5493ab5a-caf,2026-07-21T17:18:42.463Z,validate-plan,validate-plan,53072,12,215343,164776,598500,13720,23
wf_5509e0aa-12c,2026-07-28T19:32:18.187Z,intake,intake,131981,19,358791,486009,2628161,20691,39
wf_5509e0aa-12c,2026-07-28T19:32:18.187Z,validate-plan,validate-plan,51624,8,145475,140712,489924,10472,18
wf_5509e0aa-12c,2026-07-28T19:32:18.187Z,research:b1-t1,research,52080,13,147088,159337,889169,10413,29
wf_5509e0aa-12c,2026-07-28T19:32:18.187Z,test:b1-t1,test,53329,19,113294,152990,1097397,5106,32
wf_5509e0aa-12c,2026-07-28T19:32:18.187Z,code:b1-t1,code,40183,18,115593,106731,754114,3859,29
